stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
906,906,Jimmy Carter Blvd & Best Friend Park,,33.928521,-84.220021,,,0,,0
907,907,Jimmy Carter Blvd & RR Tracks,,33.938049,-84.235358,,,0,,0
908,908,Jimmy Carter Blvd & S Peachtree St,,33.933376,-84.222826,,,0,,0
909,909,Lawrenceville Hwy & BBT Bank IB,,33.897682,-84.138139,,,0,,0
910,910,Lawrenceville Hwy & Bryson Park OB,,33.889424,-84.148105,,,0,,0
911,911,Lawrenceville Hwy & Rockbridge Rd (Citgo,,33.882665,-84.161827,,,0,,0
912,912,Lawrenceville Hwy & Wynne Russell Dr,,33.898304,-84.137732,,,0,,0
913,913,Live Oak Pkwy & Thompson Pkwy IB,,33.907259,-84.2033,,,0,,0
914,914,McDonough Dr & Dawson Blvd,,33.909557,-84.209554,,,0,,0
915,915,Old Norcross Rd & Arbors @Breckinridge,,33.954292,-84.1041,,,0,,0
916,916,Old Norcross Rd & Burnham Ridge,,33.954043,-84.039078,,,0,,0
917,917,Old Norcross Rd & Old Victorian Rd IB,,33.951191,-84.098895,,,0,,0
922,922,Park Dr & Gwinnett Park Sign (across),,33.936246,-84.149487,,,0,,0
923,923,Peachtree Pkwy & The Corner Bakery,,33.953851,-84.233353,,,0,,0
924,924,Peachtree Pkwy & Triangle Dr,,33.972894,-84.221072,,,0,,0
925,925,Peachtree Corners Cir & Gleanleaf Dr IB,,33.947259,-84.251345,,,0,,0
926,926,Peachtree Corners Cir & Jones Mill Ct,,33.94396,-84.250658,,,0,,0
927,927,Peachtree Corners Cir & Parton Ct OB,,33.949232,-84.251962,,,0,,0
928,928,Peachtree Corners Cir & Westchase Villge,,33.956051,-84.249526,,,0,,0
932,932,Singleton Rd & Harbins Ridge Drive IB,,33.908249,-84.186612,,,0,,0
934,934,Singleton Rd & Hydaburg Lane OB,,33.911513,-84.169825,,,0,,0
935,935,Singleton Rd & Myrtle Creek Dr,,33.908258,-84.185221,,,0,,0
936,936,S Norcross Tucker Rd & The Pointe Apartm,,33.897108,-84.208986,,,0,,0
937,937,Spalding Dr & Bank of America,,33.96958,-84.219994,,,0,,0
938,938,Spalding Dr & Technology Pkwy,,33.96823,-84.21746,,,0,,0
939,939,Steve Reynolds Blvd & Falling Water Ln O,,33.916847,-84.151487,,,0,,0
940,940,Steve Reynolds Blvd & Fire Station OB,,33.923878,-84.147419,,,0,,0
941,941,Steve Reynolds Blvd & Ashford Apts IB,,33.914536,-84.1542,,,0,,0
942,942,Stone Mountain St & Charleston Ln,,33.933842,-83.998771,,,0,,0
943,943,Stone Mountain St & Charter St,,33.931928,-83.999947,,,0,,0
944,944,Technology Pkwy at 157 Tech Pkwy,,33.961153,-84.223633,,,0,,0
945,945,Technology Pkwy near Hampton Inn,,33.955422,-84.229586,,,0,,0
948,948,Technology Pkwy & Technology Pkwy South,,33.962206,-84.220189,,,0,,0
949,949,Boggs Rd & Meadow Brook Pkwy IB,,33.975017,-84.1009,,,0,,0
950,950,Boggs Rd @ St. Andrews Church OB,,33.977467,-84.100098,,,0,,0
951,951,Satellite Blvd & Public Storage OB,,33.943424,-84.159894,,,0,,0
952,952,McDonough Dr & Wilwat Dr (ACE) IB,,33.909113,-84.211697,,,0,,0
953,953,Singleton Rd & Harbins Ridge Dr OB,,33.908463,-84.187042,,,0,,0
954,954,Graves Rd & Marquis Estates Apts IB,,33.895046,-84.216012,,,0,,0
955,955,Live Oak Pkwy & Live Oak Plaza OB,,33.907383,-84.202505,,,0,,0
957,957,Burns Shopping Ctr & Pleasant Hill Rd IB,,33.911331,-84.115292,,,0,,0
958,958,Burns Rd & Bradstone Trace,,33.911007,-84.125244,,,0,,0
959,959,Burns Rd & Shady Dr,,33.91233,-84.128914,,,0,,0
960,960,Steve Reynolds Blvd & Windward Lane IB,,33.927159,-84.147492,,,0,,0
961,961,Park Dr & Communications Dr IB,,33.936182,-84.149358,,,0,,0
962,962,Shackleford Rd & Doan Way IB,,33.940091,-84.148248,,,0,,0
963,963,Koger Blvd & Assi Farmers Market,,33.947785,-84.125101,,,0,,0
964,964,Koger Blvd & Devry University IB,,33.948799,-84.122845,,,0,,0
965,965,Breckinridge Blvd & Executive Dr S,,33.95657,-84.111726,,,0,,0
967,967,Breckinridge Blvd & Arlon Ln OB,,33.95496,-84.117842,,,0,,0
968,968,Shackleford Rd & Doan Way OB,,33.940295,-84.148134,,,0,,0
969,969,Steve Reynolds Blvd & Hillcrest Ct OB,,33.913606,-84.158634,,,0,,0
970,970,Lawrenceville Hwy & Beaver Ruin Rd OB,,33.90303,-84.122303,,,0,,0
971,971,Lawrenceville Hwy & Merchants Walk OB,,33.900285,-84.130878,,,0,,0
972,972,Jimmy Carter Blvd & Rockbridge School Rd,,33.89728,-84.198799,,,0,,0
973,973,Old Norcross Rd & Boggs Rd IB,,33.94927,-84.092704,,,0,,0
974,974,Atkinson Rd & Atkinson Park Dr OB,,33.969477,-84.073721,,,0,,0
975,975,Professional Dr & 2nd 4way Stop Sign,,33.961333,-84.018231,,,0,,0
976,976,Lawrenceville Hwy & Wal-Mart,,33.938099,-84.025583,,,0,,0
977,977,N Norcross Tucker Rd & Pelican Dr IB,,33.920871,-84.212702,,,0,,0
978,978,Jimmy Carter Blvd & W Peachtree St,,33.935272,-84.224564,,,0,,0
980,980,Holcomb Bridge Rd & The Veiws Apts,,33.95556,-84.244885,,,0,,0
981,981,Scientific Dr & Technology Pkwy,,33.966233,-84.218421,,,0,,0
982,982,Scientific Dr & Meridian Business Plza,,33.965648,-84.219846,,,0,,0
983,983,Peachtree Pkwy & Piedmont Bank,,33.982741,-84.213914,,,0,,0
984,984,Peachtree Corners Cir & Davinci Ct IB,,33.977442,-84.214406,,,0,,0
985,985,Peachtree Corners Cir & CHASE Bank IB,,33.977337,-84.216095,,,0,,0
986,986,Medlock Bridge Rd & P'tree Corners Cir,,33.978591,-84.211436,,,0,,0
987,987,Holcomb Bridge Rd & Woodmont Land Apts,,33.955516,-84.244554,,,0,,0
988,988,N Norcross Tucker Rd & Pelican Dr,,33.920915,-84.212908,,,0,,0
989,989,3300 Breckinridge Blvd,,33.954824,-84.119469,,,0,,0
991,991,Breckinridge Blvd & Breckinridge Pkwy,,33.960065,-84.105783,,,0,,0
992,992,2700 Breckinridge Blvd,,33.959907,-84.101796,,,0,,0
993,993,Lawrenceville Hwy & Bryson Park IB,,33.889192,-84.148125,,,0,,0
994,994,Beaver Ruin Rd & Quick Trip,,33.932945,-84.176588,,,0,,0
995,995,Buford Hwy & WA Credit Dealer (Gwin Dr),,33.930642,-84.229837,,,0,,0
996,996,Buford Hwy & CarZ (across) OB,,33.930044,-84.232248,,,0,,0
997,997,Buford Hwy & Cornerstone Auto (across) O,,33.9285,-84.238913,,,0,,0
998,998,Jimmy Carter Blvd & Paces Crossing Apts,,33.875213,-84.188043,,,0,,0
999,999,Lawrenceville Hwy & Car Care Service Cen,,33.899985,-84.130975,,,0,,0
1000,1000,Lawrenceville Hwy & Jordan Drive OB,,33.878677,-84.167687,,,0,,0
1001,1001,Breckinridge & Mustangs Unltd OB across,,33.96975,-84.085589,,,0,,0
1002,1002,Atkinson Rd & Herrington Rd,,33.973444,-84.077346,,,0,,0
1003,1003,Buford Hwy & Beaver Ruin Rd (10BIB),,33.945488,-84.202807,,,0,,0
1004,1004,Collins Hill Rd & Park Access Dr OB,,33.973657,-83.993662,,,0,,0
1005,1005,Duluth Hwy & ALDI,,33.968784,-84.028367,,,0,,0
1006,1006,Duluth Hwy & Lakes Pkwy,,33.968499,-84.033203,,,0,,0
1007,1007,Duluth Hwy & Lawrenceville Suwanee Rd,,33.96818,-84.025527,,,0,,0
1008,1008,Lawrenceville Suwanee Rd & AMC,,33.969682,-84.019764,,,0,,0
1009,1009,Hurricane Shoals Rd & Curtis Rd OB,,33.969254,-83.995253,,,0,,0
1010,1010,Hurricane Shoals Rd & Philip Blvd,,33.967947,-84.004702,,,0,,0
1011,1011,Hurricane Shoals Rd & Whitehall Ln OB,,33.968545,-84.00049,,,0,,0
1012,1012,Lakes Pkwy @ 1760 Apt Homes OB,,33.962961,-84.059692,,,0,,0
1013,1013,Lakes Pkwy & Lakes Court Dr OB,,33.961374,-84.041394,,,0,,0
1014,1014,Lakes Pkwy & Laval Blvd (Truck Entrance),,33.960878,-84.045675,,,0,,0
1015,1015,Lakes Pkwy & WIKA,,33.963041,-84.052365,,,0,,0
1016,1016,Lakes Pkwy & Belle Meade Ct,,33.963721,-84.056531,,,0,,0
1017,1017,Riverside Pkwy & Lakes Pkwy OB,,33.964325,-84.036818,,,0,,0
1018,1018,Lawrenceville Suwanee Rd & Lawrenceville,,33.971343,-84.018007,,,0,,0
1019,1019,Lonnie Harvel Blvd @ GGC Housing OB,,33.980669,-84.008365,,,0,,0
1020,1020,Lonnie Harvel Blvd & Sugar Oak Ln OB,,33.977474,-84.012456,,,0,,0
1021,1021,Lonnie Harvel Blvd & Student Center OB,,33.981953,-84.005194,,,0,,0
1022,1022,Riverside Pkwy & Kroger,,33.96677,-84.035421,,,0,,0
1023,1023,Walther Blvd & IHOP,,33.972945,-84.016918,,,0,,0
1024,1024,Walther Blvd & Parc 980 Apartments OB,,33.974793,-84.014033,,,0,,0
1025,1025,Collins Hill Rd & Park Access Dr IB,,33.97471,-83.994104,,,0,,0
1026,1026,Duluth Hwy & Lutheran Church,,33.969131,-84.028962,,,0,,0
1027,1027,Hurricane Shoals Rd & Curtis Rd IB,,33.969414,-83.99451,,,0,,0
1028,1028,Hurricane Shoals Rd & Whitehall Ln IB,,33.968395,-84.00027,,,0,,0
1029,1029,Lakes Pkwy & Lakes Court Dr IB,,33.961882,-84.041066,,,0,,0
1030,1030,Lakes Pkwy & Riverside Pkwy IB,,33.963681,-84.037932,,,0,,0
1031,1031,Lakes Pkwy @ Smokey Tr,,33.963918,-84.056787,,,0,,0
1032,1032,Lakes Pkwy & Wiegand Blvd,,33.961908,-84.049248,,,0,,0
1033,1033,Duluth Hwy & Publix (L'ville Suwanee Rd),,33.968218,-84.024455,,,0,,0
1034,1034,Lawrenceville Suwanee Rd & Verizon,,33.971378,-84.018349,,,0,,0
1035,1035,Lonnie Harvel Blvd & GGC Housing IB,,33.980791,-84.008045,,,0,,0
1036,1036,Lonnie Harvel Blvd @ Sugar Oak Ln IB,,33.977838,-84.012708,,,0,,0
1037,1037,Lonnie Harvel Blvd & Student Center IB,,33.982187,-84.005038,,,0,,0
1038,1038,Collins Hill Rd & Hurricane Shoals Rd IB,,33.97211,-83.992811,,,0,,0
1039,1039,Atkinson Rd & Farmwood Dr,,33.9731,-84.076884,,,0,,0
1040,1040,Riverside Pkwy & Duluth Hwy,,33.967636,-84.035552,,,0,,0
1041,1041,Riverside Pkwy & Golden Corral,,33.965526,-84.0366,,,0,,0
1042,1042,Walther Blvd & C3 Church,,33.973107,-84.017093,,,0,,0
1044,1044,Walther Blvd & Parc 980 Apartments IB,,33.975159,-84.01341,,,0,,0
1045,1045,Gwinnett Medical Resource Ctr,,33.966328,-84.008303,,,0,,0
1046,1046,Lakes Pkwy & 1760 Apartment Homes IB,,33.963232,-84.059735,,,0,,0
1047,1047,Collins Hill Rd & Hurricane Shoals Rd OB,,33.971959,-83.99298,,,0,,0
1052,600025,1762 Clifton Road,,33.801402,-84.33133,,,0,,0
1053,1053,Woodruff Circle Emory,,33.793327,-84.321513,,,0,,0
1054,600027,Clifton Road at Houston Mill Road,,33.798667,-84.323971,,,0,,0
1055,1055,Sugarloaf Mills P&R Local,,33.982845,-84.084811,,,0,,0
1058,1058,Jimmy Carter Blvd & Dunkin Donuts OB,,33.904094,-84.205534,,,0,,0
1059,1059,Buford Hwy & Remington Park Ct,,33.96488,-84.179813,,,0,,0
1060,1060,N Berkeley Lake Rd & Storage OB,,33.975281,-84.161029,,,0,,0
1061,1061,N Berkeley Lake Rd & Storage IB,,33.975304,-84.161576,,,0,,0
1062,1062,Data Drive at Vital Solutions,,33.971943,-84.225569,,,0,,0
1063,1063,Triangle Pkwy & Triangle Dr,,33.972644,-84.222362,,,0,,0
1064,600026,Clifton Road at Clifton Way,,33.800568,-84.326912,,,0,,0
1065,1065,Live Oak Pkwy & Wells Fargo Bank,,33.907321,-84.204635,,,0,,0
1066,600007,Civic Center Station (West Peachtreet Street),,33.766731,-84.387403,,,0,,0
1067,1067,Collins Hill Rd Collins Industrial Way I,,33.979859,-83.997677,,,0,,0
1068,1068,Jones Mill Rd & Bay Cir OB,,33.937968,-84.247026,,,0,,0
1069,1069,Governor's Lake Pkwy & Veritiv OB,,33.932425,-84.251989,,,0,,0
1070,1070,Governor's Lake Pkwy (crosswalk),,33.935309,-84.253084,,,0,,0
285,600002,Central Avenue at Wall Street,,33.752412,-84.388429,,,0,,0
602,600006,Peachtree Center Avenue at Auburn Avenue,,33.755261,-84.386054,,,0,,0
844,600013,North Avenue Station (West Peachtree Street),,33.771924,-84.387247,,,0,,0
839,600014,West Peachtree Street at 14th Street,,33.787383,-84.387706,,,0,,0
300,600028,Courtland Street at Auburn Avenue,,33.755912,-84.384348,,,0,,0
302,600030,Courtland Street at Gilmer St,,33.753111,-84.385795,,,0,,0
645,600041,New Peachtree Road at Pebblewood Apartments,,33.905528,-84.275889,,,0,,0
570,600042,New Peachtree Road at Pebblewood Apartments,,33.905836,-84.275876,,,0,,0
567,600043,New Peachtree Road at Longmire Way,,33.907467,-84.273248,,,0,,0
566,600044,New Peachtree Road at Longmire Way,,33.907922,-84.272952,,,0,,0
568,600045,New Peachtree Road at McElroy Road,,33.910887,-84.267807,,,0,,0
569,600046,New Peachtree Road at McElroy Road,,33.911232,-84.267245,,,0,,0
565,600047,New Peachtree Road at Oakcliff Road,,33.911555,-84.265922,,,0,,0
622,600048,New Peachtree Road at Oakcliff Road,,33.912176,-84.265552,,,0,,0
