stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
875,921024,"Windy Ridge Pkwy at Boy Scouts of America",,33.893423,-84.465567,,,,,,0
876,921025,"Interstate N Pkwy at Windy Ridge Pkwy SE / Cobb Ch",,33.895602,-84.464396,,,,,,0
878,921027,"Akers Mill Rd at Cumberland Blvd",,33.888799,-84.456165,,,,,,0
882,921031,"Windy Ridge Pkwy at Circle 75 Pkwy",,33.892803,-84.466848,,,,,,0
886,921035,"Cumberland Pkwy SE at Hampton Inn",,33.877813,-84.472589,,,,,,0
887,921036,"Cumberland Pkwy SE at Mt Wilkinson Pkwy",,33.871785,-84.474494,,,,,,0
900,921041,"Windy Ridge Pkwy / 2500 Windy Ridge Building",,33.903972,-84.457258,,,,,,0
901,921042,"Windy Ridge Pkwy / 2300 Windy Ridge Buiding",,33.905200,-84.460422,,,,,,0
922,921043,"Cobb Galleria Pkwy at Cumberland Blvd",,33.879440,-84.455150,,,,,,0
923,921044,"Heritage Ct at Windy Ridge Pkwy",,33.888530,-84.470740,,,,,,0
928,920942,"Old Alabama Rd at Cardell Rd",,33.801808,-84.619246,,,,,,0
929,921099,"Cumberland Pkwy at Mt Wilkinson Pkwy",,33.871957,-84.474893,,,,,,0
931,921101,"Roswell St at Waddell St",,33.952302,-84.548003,,,,,,0
932,921102,"S Marietta Pkwy at Whitlock Ave",,33.951666,-84.552145,,,,,,0
933,921103,"Rossbacher Way at East Visitor Parking",,33.941130,-84.519940,,,,,,0
934,921104,"Aviation Rd at S Park Dr",,33.945710,-84.526660,,,,,,0
935,921105,"Aviation Rd at S Park Dr",,33.945116,-84.527021,,,,,,0
936,921106,"Roswell St at Dodd St",,33.951050,-84.522196,,,,,,0
937,921107,"Roswell St at Cobb Pkwy",,33.950825,-84.521569,,,,,,0
938,921108,"Barrett Pkwy at Cobb Place Blvd",,34.007215,-84.571882,,,,,,0
939,921109,"Cherokee St at Lawrence St",,33.953542,-84.548892,,,,,,0
940,921110,"Windy Hill Rd at Bouldercrest Dr",,33.894638,-84.552188,,,,,,0
941,921111,"Aviation Rd at Roswell St",,33.950339,-84.527911,,,,,,0
942,921112,"Aviation Rd at Roswell St",,33.950511,-84.527854,,,,,,0
943,921113,"Gresham Rd at Woolco Dr Tt",,33.955170,-84.517248,,,,,,0
944,921114,"Cobb Pkwy at Industrial Park Dr",,33.970944,-84.540036,,,,,,0
947,921118,"S Cobb Dr at Ridge Rd / Smyrna Towers",,33.854527,-84.512610,,,,,,0
967,600001,"Baker St at Peachtree St",,33.762306,-84.387180,,,,,,0
968,600002,"Central Ave at Wall St",,33.752412,-84.388429,,,,,,0
969,600004,"Forsyth Street at Martin Luther King Junior Drive",,33.752241,-84.393960,,,,,,0
970,600005,"John Portman Blvd at Courtland St",,33.760901,-84.384659,,,,,,0
971,600006,"Peachtree Center Ave at Auburn Ave",,33.755261,-84.386054,,,,,,0
972,600007,"Civic Center Station (West Peachtreet Street)",,33.766731,-84.387403,,,,,,0
973,600008,"Civic Center Station (West Peachtreet Street)",,33.766146,-84.387608,,,,,,0
974,600011,"West Peachtree Street at Peachtree Place",,33.780654,-84.387333,,,,,,0
975,600012,"West Peachtree St at 5th St",,33.776185,-84.387253,,,,,,0
976,600013,"North Avenue Station (West Peachtree Street)",,33.771924,-84.387247,,,,,,0
977,600015,"Washington Street at Martin Luther King Junior Drive",,33.750359,-84.388304,,,,,,0
978,600018,"10th Street Northeast at Williams Street",,33.781629,-84.390228,,,,,,0
979,600019,"17th Street Northwest at Market Street Northwest",,33.791061,-84.394768,,,,,,0
980,600020,"17th Street Northwest at Village Street",,33.789471,-84.402987,,,,,,0
981,600021,"Akers Mill Road at Cumberland Boulevard",,33.879359,-84.464390,,,,,,0
982,600022,"Akers Mill Road at Cumberland Boulevard",,33.879222,-84.464601,,,,,,0
983,600023,"Burton Rd at Hamilton E Holmes Dr",,33.755722,-84.468801,,,,,,0
984,600028,"Courtland St at Auburn Ave",,33.755912,-84.384348,,,,,,0
985,600029,"Courtland St at Ellis St",,33.758500,-84.384307,,,,,,0
986,600030,"Courtland Street at Gilmer St",,33.753111,-84.385795,,,,,,0
987,600031,"Five Points Station (Forsyth Street at Alabama Street)",,33.754283,-84.392213,,,,,,0
988,600032,"Five Points Station (Forsyth Street at Alabama Street)",,33.754070,-84.392577,,,,,,0
989,600034,"Hamilton E Holmes Dr NW at Burton Rd NW",,33.755636,-84.468430,,,,,,0
990,600035,"Marietta Street Northwest at Fairlie Street Northwest",,33.755620,-84.391408,,,,,,0
991,600036,"Marietta Street Northwest at Ted Turner Drive",,33.756927,-84.392485,,,,,,0
992,600038,"Martin Luther King Junior Drive at Stone Hurst Place",,33.752733,-84.469535,,,,,,0
993,600039,"Martin Luther King Junior Drive at Peachtree Street",,33.751932,-84.391726,,,,,,0
994,600053,"Peachtree St at Baker St",,33.762633,-84.387348,,,,,,0
995,600056,"Six Flags Parkway at Service Road",,33.771951,-84.552428,,,,,,0
996,600057,"Ted Turner Drive at West Peachtree Place",,33.763940,-84.388931,,,,,,0
